model,cohort,seed,epoch,loss,seconds,evaluated,valid_coverage@10,valid_coverage@20,valid_hit_rate@10,valid_hit_rate@20,valid_ndcg@10,valid_ndcg@20,valid_recall@10,valid_recall@20,note
static_kg_gcn,active,2020,1,0.6875167210466812,1.7,False,,,,,,,,,
static_kg_gcn,active,2020,2,0.6789713214623632,3.0,False,,,,,,,,,
static_kg_gcn,active,2020,3,0.6598033738624512,4.4,False,,,,,,,,,
static_kg_gcn,active,2020,4,0.6231849440896787,5.8,False,,,,,,,,,
static_kg_gcn,active,2020,5,0.5694789536292466,7.2,True,0.0037618712424560634,0.0070621631913592355,0.021367521367521368,0.042735042735042736,0.004134162208347996,0.0071025521035295615,0.008145363408521303,0.017034938537412673,best
static_kg_gcn,active,2020,6,0.5081711541128978,9.0,False,,,,,,,,,
static_kg_gcn,active,2020,7,0.44851795496732705,10.4,False,,,,,,,,,
static_kg_gcn,active,2020,8,0.39683453594653595,11.9,False,,,,,,,,,
static_kg_gcn,active,2020,9,0.35274003000576815,13.3,False,,,,,,,,,
static_kg_gcn,active,2020,10,0.3161492750476184,14.7,True,0.004188832088992488,0.007419887143862726,0.029914529914529916,0.05128205128205128,0.006608412181272474,0.009226024465955796,0.012462034391858954,0.02218983231410132,best
static_kg_gcn,active,2020,11,0.2836947481495842,16.4,False,,,,,,,,,
static_kg_gcn,active,2020,12,0.258859202054173,17.8,False,,,,,,,,,
static_kg_gcn,active,2020,13,0.23439795150403922,19.3,False,,,,,,,,,
static_kg_gcn,active,2020,14,0.21441389118782828,20.7,False,,,,,,,,,
static_kg_gcn,active,2020,15,0.1975452637805308,22.1,True,0.004881201029321824,0.008770006577504933,0.03418803418803419,0.05982905982905983,0.00802440898385847,0.010476814177037864,0.016735538665363224,0.02438137296718043,best
static_kg_gcn,active,2020,16,0.18106376433031873,24.0,False,,,,,,,,,
static_kg_gcn,active,2020,17,0.16803344393465744,25.4,False,,,,,,,,,
static_kg_gcn,active,2020,18,0.15530629615644947,26.9,False,,,,,,,,,
static_kg_gcn,active,2020,19,0.14415079837370012,28.3,False,,,,,,,,,
static_kg_gcn,active,2020,20,0.135465352314642,29.7,True,0.0055389515226346945,0.010281678763890651,0.029914529914529916,0.0641025641025641,0.008549510522381164,0.012959765533268332,0.015667162596987156,0.030736840861109862,best
static_kg_gcn,active,2020,21,0.12756331268753812,31.5,False,,,,,,,,,
static_kg_gcn,active,2020,22,0.12044169468837304,33.0,False,,,,,,,,,
static_kg_gcn,active,2020,23,0.1127126839227667,34.4,False,,,,,,,,,
static_kg_gcn,active,2020,24,0.10681358770206027,35.8,False,,,,,,,,,
static_kg_gcn,active,2020,25,0.10148912862507324,37.2,True,0.006162083568931098,0.011343311139062302,0.038461538461538464,0.0641025641025641,0.010044700643142652,0.013726850585909727,0.01744778937761394,0.030736840861109862,best
static_kg_gcn,active,2020,26,0.09662211330152584,39.2,False,,,,,,,,,
static_kg_gcn,active,2020,27,0.09168933008555206,40.6,False,,,,,,,,,
static_kg_gcn,active,2020,28,0.0882757537359569,42.0,False,,,,,,,,,
static_kg_gcn,active,2020,29,0.08447700628989427,43.4,False,,,,,,,,,
static_kg_gcn,active,2020,30,0.07984566568424369,44.8,True,0.006785215615227501,0.012404943514233952,0.042735042735042736,0.0641025641025641,0.010408888122921818,0.013307725172709875,0.017606067313669656,0.02898427244187478,khong cai thien (1/20)
static_kg_gcn,active,2020,31,0.07825495149946211,46.6,False,,,,,,,,,
static_kg_gcn,active,2020,32,0.07447352277785549,48.0,False,,,,,,,,,
static_kg_gcn,active,2020,33,0.0713785812210169,49.4,False,,,,,,,,,
static_kg_gcn,active,2020,34,0.06890535908365078,50.8,False,,,,,,,,,
static_kg_gcn,active,2020,35,0.0671246877148939,52.2,True,0.007200636979425103,0.0133627205483562,0.042735042735042736,0.05982905982905983,0.010879829426799706,0.013159095042242195,0.019699652740588415,0.028941105732041405,khong cai thien (2/20)
static_kg_gcn,active,2020,36,0.06484404168700096,54.1,False,,,,,,,,,
static_kg_gcn,active,2020,37,0.06262636784007958,55.5,False,,,,,,,,,
static_kg_gcn,active,2020,38,0.0612442290480615,56.9,False,,,,,,,,,
static_kg_gcn,active,2020,39,0.05934929374775127,58.3,False,,,,,,,,,
